[2013-05-18 13:14] [TOW] James_Lopez started towing vehicle #2305, owned by false, from Market (pos = 1058.25, -1324.251953125, 13.463481903076, rot = 4.921875, 359.86267089844, 0.087890625, health = 1000.2442626953)
[2013-05-18 15:20] [TOW] James_Lopez started towing vehicle #9, owned by false, from Idlewood (pos = 2198.265625, -1731.7978515625, 13.069493293762, rot = 359.58251953125, 1.900634765625, 73.416137695313, health = 948.96215820313)
[2013-05-18 15:22] [TOW STOP] James_Lopez stopped towing vehicle #9, owned by false, in Conference Center (pos = 1097.884765625, -1755.0537109375, 13.009280204773, rot = 359.61547851563, 359.96154785156, 91.950073242188, health = 948.96215820313)
[2013-05-18 15:24] [TOW] James_Lopez started towing vehicle #661, owned by false, from Idlewood (pos = 1843.1845703125, -1753.5498046875, 13.476430892944, rot = 359.99450683594, 359.98901367188, 260.18920898438, health = 995.36016845703)
[2013-05-18 15:27] [TOW STOP] James_Lopez stopped towing vehicle #661, owned by false, in Flint County (pos = -49.25, -1152.29296875, 1.1713448762894, rot = 0, 0.296630859375, 341.11450195313, health = 995.36016845703)
[2013-05-18 15:48] [TOW] Carl_Lexia started towing vehicle #845, owned by Lukas Maverick, from Idlewood (pos = 2082.7294921875, -1758.35546875, 13.315408706665, rot = 4.5428466796875, 0.076904296875, 143.55285644531, health = 994.38342285156)
[2013-05-18 15:48] [TOW STOP] Carl_Lexia stopped towing vehicle #845, owned by Lukas Maverick, in Idlewood (pos = 2083.3505859375, -1757.4423828125, 13.306960105896, rot = 4.405517578125, 359.82421875, 133.97277832031, health = 994.38342285156)
[2013-05-18 15:49] [TOW] Carl_Lexia started towing vehicle #845, owned by Lukas Maverick, from Idlewood (pos = 2082.7626953125, -1758.158203125, 13.308727264404, rot = 3.504638671875, 0.1812744140625, 147.05200195313, health = 994.38342285156)
[2013-05-18 15:50] [TOW STOP] Carl_Lexia stopped towing vehicle #845, owned by Lukas Maverick, in Willowfield (pos = 2034.9296875, -1939.88671875, 13.136291503906, rot = 359.31884765625, 358.76403808594, 269.83520507813, health = 994.38342285156)
[2013-05-18 16:08] [TOW] Anthony_Fucci started towing vehicle #8042, owned by Ragnars Reigna, from Idlewood (pos = 1887.2626953125, -1805.4697265625, 13.573885917664, rot = 359.96704101563, 0, 348.43139648438, health = 1000.2442626953)
[2013-05-18 16:09] [TOW STOP] Anthony_Fucci stopped towing vehicle #8042, owned by Ragnars Reigna, in Idlewood (pos = 1883.1064453125, -1810.03515625, 13.549045562744, rot = 359.96154785156, 359.99450683594, 358.17077636719, health = 1000.2442626953)
[2013-05-18 16:11] [TOW] Anthony_Fucci started towing vehicle #3908, owned by false, from El Corona (pos = 1957.041015625, -2071.763671875, 13.080634117126, rot = 359.87915039063, 354.81994628906, 183.79028320313, health = 943.10131835938)
[2013-05-18 16:13] [TOW STOP] Anthony_Fucci stopped towing vehicle #3908, owned by false, in Willowfield (pos = 2272.6806640625, -1906.3974609375, 13.165000915527, rot = 359.90661621094, 359.92309570313, 347.71179199219, health = 943.10131835938)
[2013-05-18 16:15] [TOW] Anthony_Fucci started towing vehicle #6262, owned by Alice Eckert, from Idlewood (pos = 1821.2939453125, -1845.236328125, 12.881808280945, rot = 359.95056152344, 0, 178.45092773438, health = 968.98657226563)
[2013-05-18 16:15] [TOW STOP] Alina_Ramone stopped towing vehicle #6262, owned by Alice Eckert, in Idlewood (pos = 1821.29296875, -1845.2333984375, 12.881527900696, rot = 359.96154785156, 0, 179.37927246094, health = 968.98657226563)
[2013-05-18 16:16] [TOW] Anthony_Fucci started towing vehicle #6262, owned by Alice Eckert, from Idlewood (pos = 1821.4580078125, -1850.2568359375, 12.908052444458, rot = 1.29638671875, 359.9560546875, 182.34008789063, health = 968.98657226563)
[2013-05-18 16:17] [TOW STOP] Anthony_Fucci stopped towing vehicle #6262, owned by Alice Eckert, in Idlewood (pos = 1963.09765625, -1803.52734375, 12.849876403809, rot = 359.93957519531, 359.95056152344, 5.9710693359375, health = 968.98657226563)
[2013-05-18 16:20] [TOW] Anthony_Fucci started towing vehicle #441, owned by Daniel McGregor, from Market (pos = 1293.251953125, -1389.6884765625, 13.17542552948, rot = 359.75280761719, 355.01220703125, 88.209228515625, health = 1000.2442626953)
[2013-05-18 16:20] [TOW STOP] Anthony_Fucci stopped towing vehicle #441, owned by Daniel McGregor, in Market (pos = 1293.251953125, -1389.6884765625, 13.17542552948, rot = 359.75280761719, 355.01220703125, 88.209228515625, health = 1000.2442626953)
[2013-05-18 17:43] [TOW] Adeline_Balcaen started towing vehicle #4585, owned by Adeline Balcaen, from Commerce (pos = 1665.2568359375, -1737.3525390625, 13.247150421143, rot = 359.98901367188, 6.1907958984375, 91.021728515625, health = 963.12579345703)
[2013-05-18 17:44] [TOW STOP] Adeline_Balcaen stopped towing vehicle #4585, owned by Adeline Balcaen, in Commerce (pos = 1665.2568359375, -1737.3525390625, 13.247150421143, rot = 359.98901367188, 6.1907958984375, 91.021728515625, health = 963.12579345703)
[2013-05-18 17:44] [TOW] Adeline_Balcaen started towing vehicle #4585, owned by Adeline Balcaen, from Commerce (pos = 1665.3935546875, -1737.33203125, 13.291795730591, rot = 1.636962890625, 5.899658203125, 90.516357421875, health = 963.12579345703)
[2013-05-18 17:47] [TOW STOP] Adeline_Balcaen stopped towing vehicle #4585, owned by Adeline Balcaen, in Market (pos = 1105.837890625, -1317.5830078125, 13.533812522888, rot = 0.3021240234375, 0.714111328125, 84.896850585938, health = 963.12579345703)
[2013-05-18 17:50] [TOW] Alex_Leon started towing vehicle #564, owned by Droh Michaels, from El Corona (pos = 1946.5576171875, -1935.4287109375, 13.177807807922, rot = 0.911865234375, 0.3955078125, 266.02294921875, health = 1000.2442626953)
[2013-05-18 17:52] [TOW STOP] Alex_Leon stopped towing vehicle #564, owned by Droh Michaels, in Los Santos (pos = 2140.7490234375, -2841.5751953125, 13.399220466614, rot = 359.75280761719, 0, 0.6646728515625, health = 1000.2442626953)
[2013-05-18 17:57] [TOW] Alex_Leon started towing vehicle #845, owned by Anthony Fucci, from Commerce (pos = 1726.490234375, -1444.91015625, 13.226462364197, rot = 358.09387207031, 357.26989746094, 272.63122558594, health = 299.87789916992)
[2013-05-18 18:01] [TOW STOP] Alex_Leon stopped towing vehicle #845, owned by Anthony Fucci, in Montgomery (pos = 1362.4755859375, 394.267578125, 19.432168960571, rot = 359.43969726563, 359.01672363281, 6.3116455078125, health = 299.87789916992)
[2013-05-18 18:04] [TOW] Alex_Leon started towing vehicle #4585, owned by Adeline Balcaen, from Market (pos = 1318.9306640625, -1532.150390625, 13.224269866943, rot = 0.823974609375, 0.1263427734375, 350.43640136719, health = 963.12579345703)
[2013-05-18 18:07] [TOW STOP] Alex_Leon stopped towing vehicle #4585, owned by Adeline Balcaen, in Los Santos (pos = 2136.7451171875, -2841.26171875, 13.402823448181, rot = 359.99450683594, 359.94506835938, 358.29711914063, health = 963.12579345703)
[2013-05-18 18:13] [TOW] Alex_Leon started towing vehicle #673, owned by Donovan Cooper, from Idlewood (pos = 2038.158203125, -1760.0302734375, 13.382162094116, rot = 0.142822265625, 359.81872558594, 85.523071289063, health = 957.26495361328)
[2013-05-18 18:17] [TOW STOP] Alex_Leon stopped towing vehicle #673, owned by Donovan Cooper, in Los Santos (pos = 2121.2998046875, -2762.8173828125, 17.424770355225, rot = 359.48913574219, 3.7628173828125, 269.3408203125, health = 957.26495361328)
[2013-05-18 19:44] [TOW] Anthony_Fucci started towing vehicle #647, owned by false, from Commerce (pos = 1592.4794921875, -1728.9345703125, 13.305383682251, rot = 0.0054931640625, 0.010986328125, 86.555786132813, health = 856.65447998047)
[2013-05-18 19:45] [TOW STOP] Anthony_Fucci stopped towing vehicle #647, owned by false, in Idlewood (pos = 1959.5234375, -1789.7255859375, 13.259276390076, rot = 358.11584472656, 0, 6.1083984375, health = 856.65447998047)
[2013-05-18 20:10] [TOW] James_Lopez started towing vehicle #611, owned by false, from Commerce (pos = 1477.8037109375, -1733.5771484375, 13.506692886353, rot = 359.65393066406, 359.99450683594, 85.720825195313, health = 584.61541748047)
[2013-05-18 20:12] [TOW STOP] James_Lopez stopped towing vehicle #611, owned by false, in El Corona (pos = 1797.134765625, -1928.513671875, 13.489347457886, rot = 359.48364257813, 0, 180.43395996094, health = 584.61541748047)
[2013-05-18 20:12] [TOW] James_Lopez started towing vehicle #9, owned by false, from Idlewood (pos = 1821.4755859375, -1801.3515625, 13.044902801514, rot = 359.42321777344, 0, 3.0706787109375, health = 969.47497558594)
[2013-05-18 20:14] [TOW STOP] James_Lopez stopped towing vehicle #9, owned by false, in Conference Center (pos = 1098.302734375, -1755.0029296875, 13.008085250854, rot = 359.63195800781, 0.032958984375, 81.897583007813, health = 969.47497558594)
[2013-05-18 20:27] [TOW] Yuri_Cherstvennikov started towing vehicle #9181, owned by Tomas Domer, from Los Flores (pos = 2606.10546875, -1404.30078125, 35.349006652832, rot = 0, 0, 238.71643066406, health = 996.82537841797)
[2013-05-18 20:27] [TOW STOP] Yuri_Cherstvennikov stopped towing vehicle #9181, owned by Tomas Domer, in Los Flores (pos = 2606.10546875, -1404.30078125, 35.349006652832, rot = 0, 0, 238.71643066406, health = 996.82537841797)
[2013-05-18 20:28] [TOW] Scott_McClane started towing vehicle #8924, owned by Alex Arbeiter, from East Beach (pos = 2817.92578125, -1430.7705078125, 23.886678695679, rot = 359.57702636719, 359.99450683594, 92.235717773438, health = 1000.2442626953)
[2013-05-18 20:28] [TOW STOP] Scott_McClane stopped towing vehicle #8924, owned by Alex Arbeiter, in East Beach (pos = 2818.1640625, -1430.748046875, 23.894208908081, rot = 359.54406738281, 359.98901367188, 92.257690429688, health = 1000.2442626953)
[2013-05-18 20:28] [TOW] Scott_McClane started towing vehicle #8924, owned by Alex Arbeiter, from East Beach (pos = 2818.1474609375, -1430.6708984375, 23.902141571045, rot = 1.1480712890625, 359.98901367188, 89.697875976563, health = 1000.2442626953)
[2013-05-18 20:28] [TOW] Nate_Miller started towing vehicle #7052, owned by Chopped Vehicle, from East Beach (pos = 2818.251953125, -1447.134765625, 23.755771636963, rot = 359.84619140625, 359.99450683594, 91.796264648438, health = 1000.2442626953)
[2013-05-18 20:31] [TOW STOP] Scott_McClane stopped towing vehicle #8924, owned by Alex Arbeiter, in Los Santos (pos = 2151.0498046875, -2783.8134765625, 15.95693397522, rot = 359.46166992188, 356.1767578125, 91.702880859375, health = 1000.2442626953)
[2013-05-18 20:31] [TOW STOP] Nate_Miller stopped towing vehicle #7052, owned by Chopped Vehicle, in Los Santos International (pos = 2120.82421875, -2726.8681640625, 19.458267211914, rot = 359.59350585938, 3.7518310546875, 267.01721191406, health = 1000.2442626953)
[2013-05-18 20:34] [TOW] Scott_McClane started towing vehicle #7797, owned by Darrell Kingston, from East Beach (pos = 2817.53515625, -1462.1279296875, 24.074382781982, rot = 1.5216064453125, 359.87915039063, 91.829223632813, health = 1000.2442626953)
[2013-05-18 20:35] [TOW STOP] Scott_McClane stopped towing vehicle #7797, owned by Darrell Kingston, in East Beach (pos = 2823.8876953125, -1492.9921875, 13.827971458435, rot = 349.07958984375, 355.79223632813, 272.13684082031, health = 1000.2442626953)
[2013-05-18 20:35] [TOW] Scott_McClane started towing vehicle #7797, owned by Darrell Kingston, from East Beach (pos = 2792.6611328125, -1465.5234375, 20.076093673706, rot = 2.87841796875, 359.66491699219, 263.08959960938, health = 1000.2442626953)
[2013-05-18 20:35] [TOW STOP] Scott_McClane stopped towing vehicle #7797, owned by Darrell Kingston, in East Beach (pos = 2796.2734375, -1463.8251953125, 20.112266540527, rot = 1.95556640625, 352.02941894531, 354.40246582031, health = 1000.2442626953)
[2013-05-18 20:35] [TOW] Nate_Miller started towing vehicle #6542, owned by Alessandro Bagala, from East Beach (pos = 2817.73828125, -1426.9306640625, 23.808523178101, rot = 359.98901367188, 0, 92.422485351563, health = 1000.2442626953)
[2013-05-18 20:36] [TOW] Anthony_Fucci started towing vehicle #841, owned by Ben Stephenson, from Little Mexico (pos = 1772.650390625, -1742.419921875, 13.20818901062, rot = 1.2249755859375, 359.75280761719, 327.81555175781, health = 1000.2442626953)
[2013-05-18 20:36] [TOW] Scott_McClane started towing vehicle #7797, owned by Darrell Kingston, from East Beach (pos = 2794.697265625, -1461.2451171875, 20.099481582642, rot = 0.845947265625, 359.52209472656, 331.08947753906, health = 985.10375976563)
[2013-05-18 20:36] [TOW STOP] Scott_McClane stopped towing vehicle #7797, owned by Darrell Kingston, in East Beach (pos = 2797.662109375, -1483.59375, 20.458923339844, rot = 17.111206054688, 355.33630371094, 89.9560546875, health = 985.10375976563)
[2013-05-18 20:37] [TOW] Scott_McClane started towing vehicle #9078, owned by Thomas Prestigio, from East Beach (pos = 2817.931640625, -1458.6337890625, 23.990112304688, rot = 359.84069824219, 0.252685546875, 93.301391601563, health = 1000.2442626953)
[2013-05-18 20:38] [TOW STOP] Anthony_Fucci stopped towing vehicle #841, owned by Ben Stephenson, in Verdant Bluffs (pos = 1631.130859375, -1866.15625, 13.117476463318, rot = 355.89660644531, 359.98352050781, 175.19348144531, health = 1000.2442626953)
[2013-05-18 20:38] [TOW STOP] Scott_McClane stopped towing vehicle #9078, owned by Thomas Prestigio, in East Beach (pos = 2820.4443359375, -1493.5234375, 14.470630645752, rot = 345.91003417969, 355.21545410156, 272.33459472656, health = 1000.2442626953)
[2013-05-18 20:39] [TOW STOP] Nate_Miller stopped towing vehicle #6542, owned by Alessandro Bagala, in Los Santos (pos = 2137.607421875, -2841.0224609375, 13.251956939697, rot = 0.0054931640625, 359.99450683594, 0.19775390625, health = 1000.2442626953)
[2013-05-18 20:39] [TOW] Scott_McClane started towing vehicle #5791, owned by Tara Clayton, from East Beach (pos = 2817.8681640625, -1454.84375, 23.979749679565, rot = 0.615234375, 0.4339599609375, 98.184814453125, health = 1000.2442626953)
[2013-05-18 20:40] [TOW STOP] Scott_McClane stopped towing vehicle #5791, owned by Tara Clayton, in East Beach (pos = 2803.9296875, -1493.9560546875, 18.553071975708, rot = 344.94323730469, 356.46240234375, 276.416015625, health = 1000.2442626953)
[2013-05-18 20:40] [TOW] Scott_McClane started towing vehicle #6508, owned by Samuel Casaletto, from East Beach (pos = 2818.3349609375, -1451.15234375, 24.237874984741, rot = 0.90087890625, 359.94506835938, 92.2412109375, health = 998.77899169922)
[2013-05-18 20:41] [TOW STOP] Scott_McClane stopped towing vehicle #6508, owned by Samuel Casaletto, in East Beach (pos = 2830.1015625, -1493.0703125, 12.937952041626, rot = 350.85388183594, 355.18249511719, 274.27368164063, health = 982.66180419922)
[2013-05-18 20:41] [TOW] Nate_Miller started towing vehicle #7797, owned by Darrell Kingston, from East Beach (pos = 2798.0849609375, -1483.5078125, 20.243968963623, rot = 19.308471679688, 355.166015625, 86.962280273438, health = 985.10375976563)
[2013-05-18 20:41] [TOW] Scott_McClane started towing vehicle #7377, owned by Jamie Thornton, from East Beach (pos = 2818.1806640625, -1438.564453125, 23.954027175903, rot = 359.66491699219, 0, 88.687133789063, health = 1000.2442626953)
[2013-05-18 20:42] [TOW STOP] Scott_McClane stopped towing vehicle #7377, owned by Jamie Thornton, in East Beach (pos = 2835.39453125, -1492.8037109375, 11.772274017334, rot = 350.1123046875, 355.32531738281, 270.33508300781, health = 999.26739501953)
[2013-05-18 20:42] [TOW] Scott_McClane started towing vehicle #7377, owned by Jamie Thornton, from East Beach (pos = 2802.7578125, -1456.45703125, 16.012775421143, rot = 1.3677978515625, 359.6044921875, 243.42956542969, health = 999.26739501953)
[2013-05-18 20:42] [TOW STOP] Scott_McClane stopped towing vehicle #7377, owned by Jamie Thornton, in East Beach (pos = 2794.5498046875, -1483.5146484375, 21.230419158936, rot = 16.01806640625, 357.5830078125, 81.985473632813, health = 999.26739501953)
[2013-05-18 20:43] [TOW] Scott_McClane started towing vehicle #8223, owned by Agustin Padrido, from East Beach (pos = 2817.75, -1434.7060546875, 23.954561233521, rot = 0.3240966796875, 359.97802734375, 88.43994140625, health = 1000.2442626953)
[2013-05-18 20:44] [TOW] James_Lopez started towing vehicle #6508, owned by Samuel Casaletto, from East Beach (pos = 2833.8837890625, -1492.80859375, 12.282085418701, rot = 350.4638671875, 355.15502929688, 274.62524414063, health = 980.70819091797)
[2013-05-18 20:44] [TOW STOP] Nate_Miller stopped towing vehicle #7797, owned by Darrell Kingston, in Los Santos International (pos = 2160.7333984375, -2710.9306640625, 19.862905502319, rot = 0.4669189453125, 359.99450683594, 179.86267089844, health = 985.10375976563)
[2013-05-18 20:44] [TOW STOP] Scott_McClane stopped towing vehicle #8223, owned by Agustin Padrido, in East Beach (pos = 2805.3623046875, -1492.9921875, 18.183145523071, rot = 345.75073242188, 356.30859375, 276.43798828125, health = 1000.2442626953)
[2013-05-18 20:47] [TOW] Nate_Miller started towing vehicle #7377, owned by Jamie Thornton, from East Beach (pos = 2793.93359375, -1483.396484375, 21.412195205688, rot = 16.116943359375, 357.96203613281, 81.45263671875, health = 999.26739501953)
[2013-05-18 20:47] [TOW STOP] James_Lopez stopped towing vehicle #6508, owned by Samuel Casaletto, in Los Santos International (pos = 2184.4501953125, -2711.0107421875, 20.039863586426, rot = 359.97802734375, 0, 183.8232421875, health = 980.70819091797)
[2013-05-18 20:49] [TOW STOP] Nate_Miller stopped towing vehicle #7377, owned by Jamie Thornton, in Los Santos International (pos = 2154.6357421875, -2711.4111328125, 19.738662719727, rot = 359.45068359375, 359.98901367188, 181.36779785156, health = 999.26739501953)
[2013-05-18 20:49] [TOW] James_Lopez started towing vehicle #9078, owned by Thomas Prestigio, from East Beach (pos = 2828.55078125, -1493.4169921875, 12.877923965454, rot = 350.82092285156, 355.19348144531, 272.68615722656, health = 986.56896972656)
[2013-05-18 20:52] [TOW] Nate_Miller started towing vehicle #5791, owned by Tara Clayton, from East Beach (pos = 2821.740234375, -1493.45703125, 14.1817445755, rot = 348.40393066406, 354.86938476563, 270.97229003906, health = 984.61535644531)
[2013-05-18 20:52] [TOW STOP] James_Lopez stopped towing vehicle #9078, owned by Thomas Prestigio, in Los Santos International (pos = 2187.576171875, -2710.86328125, 19.733749389648, rot = 0.02197265625, 0, 179.35729980469, health = 986.56896972656)
[2013-05-18 20:54] [TOW STOP] Nate_Miller stopped towing vehicle #5791, owned by Tara Clayton, in Los Santos International (pos = 2190.58203125, -2711.2880859375, 19.733766555786, rot = 0.02197265625, 359.99450683594, 179.92858886719, health = 984.61535644531)
[2013-05-18 20:54] [TOW] Scott_McClane started towing vehicle #2940, owned by Zdravko Srebov, from East Beach (pos = 2793.0322265625, -1435.3076171875, 24.86958694458, rot = 0.7415771484375, 359.94506835938, 272.58728027344, health = 1000.2442626953)
[2013-05-18 20:54] [TOW] James_Lopez started towing vehicle #8223, owned by Agustin Padrido, from East Beach (pos = 2809.1591796875, -1496.1708984375, 17.335863113403, rot = 13.661499023438, 359.87915039063, 90.104370117188, health = 997.31378173828)
[2013-05-18 20:55] [TOW STOP] Scott_McClane stopped towing vehicle #2940, owned by Zdravko Srebov, in East Beach (pos = 2848.76953125, -1494.6396484375, 11.520218849182, rot = 359.82421875, 359.93957519531, 272.07092285156, health = 958.73016357422)
[2013-05-18 20:56] [TOW] Scott_McClane started towing vehicle #4937, owned by Marcus Bishop, from East Beach (pos = 2792.0263671875, -1430.841796875, 24.168037414551, rot = 359.19250488281, 359.88464355469, 270.263671875, health = 1000.2442626953)
[2013-05-18 20:57] [TOW STOP] Scott_McClane stopped towing vehicle #4937, owned by Marcus Bishop, in East Beach (pos = 2829.890625, -1493.3984375, 12.845532417297, rot = 349.85412597656, 355.70434570313, 273.36181640625, health = 1000.2442626953)
[2013-05-18 20:57] [TOW] Nate_Miller started towing vehicle #2940, owned by Zdravko Srebov, from East Beach (pos = 2849.484375, -1494.611328125, 11.545850753784, rot = 1.0711669921875, 359.92858886719, 266.31408691406, health = 958.73016357422)
[2013-05-18 20:58] [TOW] Scott_McClane started towing vehicle #38, owned by Cortez Tenpenny, from East Beach (pos = 2791.9560546875, -1427.833984375, 24.063194274902, rot = 1.6424560546875, 0.02197265625, 240.95764160156, health = 1000.2442626953)
[2013-05-18 20:58] [TOW STOP] James_Lopez stopped towing vehicle #8223, owned by Agustin Padrido, in Los Santos International (pos = 2193.8056640625, -2711.44140625, 19.750015258789, rot = 359.6044921875, 0, 182.54333496094, health = 997.31378173828)
[2013-05-18 20:58] [TOW STOP] Nate_Miller stopped towing vehicle #2940, owned by Zdravko Srebov, in Ocean Docks (pos = 2652.4443359375, -2163.4912109375, 11.87072467804, rot = 7.0147705078125, 340.42236328125, 155.69274902344, health = 958.73016357422)
[2013-05-18 20:58] [TOW] Nate_Miller started towing vehicle #2940, owned by Zdravko Srebov, from Ocean Docks (pos = 2639.75, -2177.6064453125, 11.729880332947, rot = 1.0931396484375, 358.08837890625, 123.01391601563, health = 932.84490966797)
[2013-05-18 20:59] [TOW STOP] Scott_McClane stopped towing vehicle #38, owned by Cortez Tenpenny, in East Beach (pos = 2836.8046875, -1493.349609375, 11.628934860229, rot = 350.66162109375, 353.39172363281, 258.23364257813, health = 1000.2442626953)
[2013-05-18 21:00] [TOW] James_Lopez started towing vehicle #38, owned by Cortez Tenpenny, from East Beach (pos = 2841.14453125, -1494.1533203125, 11.031688690186, rot = 352.89733886719, 352.52380371094, 254.52575683594, health = 1000.2442626953)
[2013-05-18 21:00] [TOW STOP] Nate_Miller stopped towing vehicle #2940, owned by Zdravko Srebov, in Los Santos (pos = 2180.353515625, -2730.2666015625, 20.944421768188, rot = 359.74182128906, 355.83618164063, 273.99353027344, health = 932.84490966797)
[2013-05-18 21:03] [TOW STOP] James_Lopez stopped towing vehicle #38, owned by Cortez Tenpenny, in Los Santos (pos = 2181.6533203125, -2734.6240234375, 20.436418533325, rot = 359.58801269531, 356.1767578125, 275.70190429688, health = 1000.2442626953)
[2013-05-18 21:05] [TOW] James_Lopez started towing vehicle #4937, owned by Marcus Bishop, from East Beach (pos = 2830.33203125, -1493.3818359375, 12.808012962341, rot = 350.04638671875, 355.46813964844, 272.00500488281, health = 1000.2442626953)
[2013-05-18 21:05] [TOW STOP] James_Lopez stopped towing vehicle #4937, owned by Marcus Bishop, in East Beach (pos = 2832.1552734375, -1493.3701171875, 12.481329917908, rot = 349.85961914063, 355.14404296875, 270.75805664063, health = 1000.2442626953)
[2013-05-18 21:05] [TOW] James_Lopez started towing vehicle #4937, owned by Marcus Bishop, from East Beach (pos = 2834.1171875, -1493.400390625, 12.114821434021, rot = 351.79870605469, 354.55078125, 269.32983398438, health = 1000.2442626953)
[2013-05-18 21:08] [TOW STOP] James_Lopez stopped towing vehicle #4937, owned by Marcus Bishop, in Los Santos (pos = 2182.9033203125, -2738.2158203125, 20.766193389893, rot = 359.21997070313, 356.02844238281, 272.08740234375, health = 1000.2442626953)
[2013-05-18 21:23] [TOW] James_Lopez started towing vehicle #386, owned by Jonathan Bowe, from Rodeo (pos = 643.888671875, -1613.541015625, 14.896059989929, rot = 1.6259765625, 355.90209960938, 5.3558349609375, health = 1000.2442626953)
[2013-05-18 21:27] [TOW] Yuri_Cherstvennikov started towing vehicle #800, owned by Armando Enreiqu, from Ganton (pos = 2447.7490234375, -1730.6376953125, 13.261724472046, rot = 359.48364257813, 0, 266.044921875, health = 645.66546630859)
[2013-05-18 21:27] [TOW STOP] James_Lopez stopped towing vehicle #386, owned by Jonathan Bowe, in Blueberry (pos = 253.1875, 8.931640625, 2.0711934566498, rot = 359.84619140625, 359.36279296875, 179.85717773438, health = 1000.2442626953)
